TransactionId,UserId,Date,Amount,Category,Description,Merchant
9cee5e8c-e8dd-4c3f-ae7a-568d84faf0d1,6cd2838f-eec4-4710-9caa-89663a66bf58,2024-09-03T13:30:22,382.3,Utilities,Quia officia aut velit recusandae.,Hauck - Pfannerstill
e8cba2bf-6a6a-4209-9f4d-8c546e360340,f3207af1-b99b-4202-879a-9ba4f982e90d,2024-05-11T01:15:21,385.18,Entertainment,Neque nihil aliquid consectetur veniam.,Paucek - Thompson
5ef88f84-e42a-4b28-b5b5-932b1d55ad3b,457a5349-71e1-4d02-87e0-e4dd4aa899ff,2024-04-25T23:19:42,840.1,Groceries,Iusto omnis culpa corrupti distinctio.,Mohr Group
b3ab65dd-8d4c-411c-93aa-494f0e098f81,44805aa4-03b7-4b66-93f1-91ecae14e4f1,2023-12-31T18:10:31,777.63,Utilities,Nihil aspernatur nihil iste qui.,Nader - Ratke
e74eb547-d880-45f4-a58d-b00d1506199d,a1d16db8-a2be-4cb0-a403-85f26e0da541,2024-03-26T04:34:14,775.03,Utilities,Cumque nisi sit magni ex.,Abernathy LLC
ecc5792e-4aa1-4449-ac1e-61bf47e65e17,566469e1-86d3-4bdd-a4d8-c77380653c84,2024-10-28T15:17:30,842.37,Transport,Nemo rem provident veritatis quibusdam.,Satterfield LLC
31970365-c4a2-4623-8424-347c3419cb7d,4d012c78-b2ec-44f9-a888-4857c9f92a7b,2024-09-13T19:33:45,-220.83,Utilities,Alias vero quia omnis veritatis.,Howell and Sons
feca18ea-ce91-459a-b633-63fac84a43d2,d84855c9-b116-4166-b0c8-b5b2a0482fbb,2024-06-26T03:32:43,2784.99,Salary,Sed nostrum enim magnam nemo.,Emard  DuBuque and Waelchi
fe2eeb92-3085-4f2f-86d9-db95491133d7,27c83f36-833f-4888-bfd1-6586028f12dc,2024-08-11T22:38:44,325.01,Utilities,Illum velit occaecati et cumque.,Robel  Huel and Hirthe
ad1c0510-6f6d-4fb1-a073-331908b5c183,d6ec8059-c00f-4d3d-803f-8b751e50ac2c,2024-02-13T22:49:22,1889.33,Salary,Quia tenetur consequatur et hic.,Spinka - Hermiston
1feeb599-3ffd-456f-b316-fd3ea39135b9,457a5349-71e1-4d02-87e0-e4dd4aa899ff,2023-12-23T01:52:01,-514.56,Shopping,Consequuntur error consequatur voluptas laborum.,Beier  Boyer and Kerluke
dbd043a0-88fb-4cba-be02-52a08047abbe,21da9648-7032-4d37-810e-159f4cdbd211,2024-11-08T05:15:09,3055.29,Salary,Nemo hic cum facilis quis.,Graham - Wisoky
637e311f-c534-4c56-986d-604ed76c22fb,091e4bce-52dd-41a5-9e59-ae31aabd6f57,2024-11-21T06:05:42,4060.25,Salary,Magni perferendis hic beatae qui.,West Group
63c73761-ceda-4fd0-ae38-781a76c18d8a,49fb89a3-bdf7-481d-838f-1f02237df0b7,2024-03-02T06:48:32,-976.73,Shopping,Id earum enim iusto alias.,Hauck LLC
dd463c86-c555-4043-bd79-a5601102a0b5,665ce769-c105-4a92-aca4-5f54b18912cc,2024-04-09T07:44:13,-864.85,Groceries,Sed illo nihil omnis quod.,Collins - Schinner
9e0cc95e-8086-4a04-9837-ce8ca5d040eb,2592993a-f07e-41d7-873b-748afd256bf7,2024-07-27T02:03:30,2499.91,Salary,Officia velit non non sed.,Rau  O'Kon and Goodwin
713a094c-c484-4dc0-8412-cd15692ceb1a,29d5ae5b-b671-40dc-80c6-582897e4c42a,2024-08-29T08:51:07,3201.55,Salary,Laudantium fugit ut necessitatibus asperiores.,Kovacek - Wilderman
c6dc54d2-bd04-4753-9bac-cc6f0618ddf4,893c20b1-ed13-45bd-8114-a5999aef8424,2024-11-16T10:16:43,-590.52,Groceries,Eum sed sint et exercitationem.,Hessel - Harris
359ef303-590f-4870-97ac-f8c50c6986fe,b4938142-cac7-41b6-a4a2-fbfe21212296,2024-10-03T04:52:26,-369.28,Groceries,Et dolorum aperiam dolorum impedit.,Watsica - Wunsch
64ff7afd-df3d-499c-84ac-6855d3c01c27,49fb89a3-bdf7-481d-838f-1f02237df0b7,2024-01-30T10:25:45,1287.68,Salary,Quibusdam voluptate iusto provident unde.,D'Amore Inc
535b0c75-30c9-48c9-91d7-3ad33f4b761e,df6dd702-9f92-4324-9480-4e92ca7be611,2024-02-20T15:50:07,750.76,Utilities,Tempora est quaerat aut temporibus.,Hudson  Kulas and Rau
8c07082f-2da4-45c6-b572-f8900637ec42,94c9f6dd-a797-4fc1-90e5-eb5198bc6657,2024-05-30T23:11:54,-322.69,Entertainment,Vitae ut et qui similique.,Larson  Willms and Reynolds
875fd553-8ae1-4cbe-9c1a-b99c5c446bd8,94c9f6dd-a797-4fc1-90e5-eb5198bc6657,2024-04-12T23:16:38,743.59,Transport,Voluptas ipsum doloribus sunt vel.,Lynch  Ernser and Hammes
423bbc95-c519-4710-b128-56f99582e8c8,79239d13-63d7-4353-a003-30085b44e5f4,2023-12-19T11:53:31,3213.22,Salary,Tenetur vero mollitia tempora recusandae.,Gerhold LLC
50968b22-ab62-4057-9d98-9334cd566c81,9e13403c-6a97-45c8-a2f2-e58c39cbf026,2024-06-09T07:36:51,-277.29,Utilities,Quia ex ut nam et.,Hilll - Stanton
a81d8ca9-0309-48cb-accb-6418776302f9,facae899-3f31-4064-9a0c-f8bf61e11e1c,2024-08-25T12:12:37,-631.31,Utilities,Quis iure voluptatibus sit qui.,Schmitt and Sons
484832d4-7c75-493a-9a81-e367a2c6468c,665ce769-c105-4a92-aca4-5f54b18912cc,2024-10-25T10:25:20,289.68,Utilities,Eveniet et esse aliquam eligendi.,Kris - Pfeffer
94677b9a-3905-44c2-b702-cf9f23d91d99,85d8a3ec-644c-4901-aa29-59b9d7f81803,2024-08-07T06:31:21,-722.16,Transport,Delectus qui ducimus neque eveniet.,Bernier  Corkery and Maggio
c3f82dd5-539d-4b69-aade-8220d1ba3c01,0f98c7f3-12ed-4419-8b02-654cfde9f53e,2024-01-17T03:30:45,363.13,Utilities,Voluptas ratione nesciunt eaque explicabo.,Rutherford LLC
1605860b-fadd-4887-92d5-a4607f5dde80,114434a5-7c06-45a9-98d0-4daa642a4c84,2024-08-26T04:39:01,3548.21,Salary,Ex sint quae inventore amet.,Towne - Koepp
9bbb6c3f-b88a-432d-a5f6-49400ec855c9,29d5ae5b-b671-40dc-80c6-582897e4c42a,2024-10-22T12:02:41,3880.35,Salary,Accusantium at sit quis temporibus.,Ritchie - Quitzon
33836659-882a-4092-9b9c-af06f8ef2409,0b706dc1-50f2-4dcc-8e8f-502da564552d,2024-03-09T23:42:21,704.04,Transport,Illo nihil dolor qui repudiandae.,Price  Kovacek and Jacobi
e5d2387c-297d-457e-8ab0-504f81359080,a2c7ea8a-915f-4602-80f2-0915757b6960,2024-05-01T00:53:55,661.09,Utilities,Assumenda porro commodi tempore alias.,Bauch Group
932d41b4-88f3-4d0d-89cc-e640403d4b71,f3ebd1b5-3bb7-4ee8-a017-1f54027d3546,2023-12-17T11:37:04,59.33,Transport,Asperiores quos tempore ut rem.,Douglas - Schumm
259cd274-3205-42d6-8ee4-45d84251965a,41293282-eaeb-45ba-a27d-f1ccdc34b74a,2024-11-14T04:16:25,-101.11,Utilities,Est et enim illo ea.,Hackett - Brekke
e39e4b32-2174-4272-9a3d-f6840e244818,2776288a-ba63-4e21-8c19-e780517590e0,2024-03-15T01:43:41,-856.34,Shopping,Officia repellendus non iure at.,Ebert - Krajcik
09b9738d-c63a-4748-af7c-8bec2bf01111,f41f8689-5fed-43f9-8412-2799eeec99d0,2024-09-29T14:42:40,-286.52,Utilities,Qui cum dolorem magni aliquid.,Kuvalis - Howe
209e8f7f-ea62-4de8-bf70-1477b5d75fe5,01944cdd-63b3-4060-a9d1-9fbec1c72311,2024-11-02T07:53:27,807.75,Entertainment,Assumenda fugiat voluptas tempore ipsum.,Purdy - Herman
33470517-78e9-4c28-a912-eb2f9835845e,16223c5f-95ea-488e-b147-92215e2e804a,2024-06-01T03:02:46,711.95,Shopping,Et unde enim commodi modi.,Terry - Halvorson
52ad4b5b-54a0-4f37-9720-244234733f80,b86c6c50-92e0-4cf5-85bf-ddab9a7327e0,2024-06-08T23:07:13,1554.4,Salary,Pariatur voluptatem error placeat commodi.,Hand  Schamberger and Wisoky
e37077db-3f12-4bab-91b6-0d5104fa2a50,46434235-4850-4921-bc63-cf5691158f23,2024-01-01T22:35:41,-793.58,Groceries,Eligendi ducimus sed non deleniti.,Fay - Olson
99ba248c-5d87-4df6-8852-d43bfb397c62,962bb87b-ba30-4ce8-97c8-82a1d1a2ddf5,2024-04-16T11:56:36,263.14,Utilities,Qui aut veniam libero eius.,Deckow - Schiller
f057548c-04f2-429c-9046-960e7b30ee37,46434235-4850-4921-bc63-cf5691158f23,2024-01-11T11:56:13,808.53,Transport,Mollitia voluptatem natus veniam et.,Reinger LLC
44ebd5ca-4c17-43b9-9823-bdb3aa9b4a55,001b324b-d87f-4ec7-a0f2-1820e07db60c,2024-03-02T03:00:09,610.12,Entertainment,Iure at dolores qui et.,Nolan - Rempel
3071ce80-181c-43f0-b986-55884d139b14,a6535672-c258-4c51-b123-94cf41c97749,2023-12-21T23:55:35,-392.16,Utilities,Qui molestiae enim ab quidem.,Abbott Inc
291672be-7e0f-49cc-8762-8a3a9ca79aac,16223c5f-95ea-488e-b147-92215e2e804a,2023-12-30T09:05:44,86.36,Utilities,Sit est architecto nisi eum.,Ledner  Lynch and Hayes
43c1afaf-2347-4fbd-b323-603e09def124,2b5ed1cd-0c90-4d59-8e79-b7b0f28c36fc,2024-08-05T20:19:32,548.91,Shopping,Molestias est voluptatum et accusamus.,Harvey Inc
49912306-5193-4e61-987a-7727e9123c96,5a39cdad-b2f5-4e9f-a230-5f79ce57e652,2024-10-17T10:28:20,1771.73,Salary,Consectetur dolorem dolor mollitia corrupti.,Borer Group
817f4605-ea70-4713-951e-c2185257fb38,46434235-4850-4921-bc63-cf5691158f23,2024-05-05T23:35:29,447.48,Transport,Corrupti animi quibusdam doloribus pariatur.,Howe - Bailey
1092c30d-ed4b-4ca1-83a6-bdf7a6424fc4,dbcfa6b6-ff4f-4f8f-8f89-f38e3fdbbb78,2024-07-03T23:09:56,4671.76,Salary,Culpa eum incidunt blanditiis reprehenderit.,Wolf  Hodkiewicz and Hettinger
7c3f2fb7-c332-4478-9c04-941fa33b1f09,4f57a488-556b-4f8e-8ae9-0204fd51bf77,2024-12-05T00:34:24,4304.22,Salary,Dicta ipsum molestiae in voluptatum.,Mitchell  Hayes and Fadel
156828b0-cac4-444c-911a-bafbf2e00f0b,6e3c785b-99c4-4fd5-b464-e1e65a41b835,2024-11-13T09:42:39,294.17,Shopping,Blanditiis et rem dolore nihil.,Spinka  Hudson and Steuber
32e93698-d0d2-4a9e-a561-3aaa8d5441c8,ccce2b75-25b7-4042-95ca-871d42e606a0,2024-09-19T21:09:06,566.74,Shopping,Est impedit voluptatem voluptatem minus.,Tremblay  Dibbert and Hyatt
43dd13ca-63f1-488f-b784-1d657f135149,001b324b-d87f-4ec7-a0f2-1820e07db60c,2024-06-21T05:52:00,909.01,Shopping,Voluptatem sunt commodi autem id.,Veum LLC
c370d671-98f6-442b-8359-336653bb3a57,fedfda7c-322c-4e59-9a60-5d389faced29,2024-09-14T20:25:03,-627.15,Entertainment,Esse aliquid quod velit laboriosam.,Senger - Smith
fa94b18f-bb3c-4d72-b3b1-cc30313c2e4f,ea2f5361-9586-48b2-819d-6cf3922d9105,2024-06-02T08:37:29,932.05,Shopping,Sit est vitae excepturi in.,O'Reilly - Dooley
5ba0300c-af81-4ac2-871d-3f75a744cd22,234326f6-8a3a-4b56-9d07-c9821ae1e5ca,2024-01-24T11:09:17,-595.74,Utilities,Dolor recusandae corrupti consectetur est.,Welch - Waters
ba96d268-b99e-425f-bf0f-e3744bbb04cd,27c83f36-833f-4888-bfd1-6586028f12dc,2024-05-04T07:48:24,-278.75,Groceries,Dolorem dolores vel voluptatem magni.,Larkin  Johnson and Goyette
902dd881-724f-4b8e-bfad-906a4cd746b6,4cd255ba-2d4a-4269-8fae-75943c577de1,2024-03-28T16:48:50,-16.25,Shopping,Dicta ut ut deleniti blanditiis.,Stamm  Bins and Steuber
3c7bf311-7eaf-4eb4-aa54-480be11611c4,41293282-eaeb-45ba-a27d-f1ccdc34b74a,2024-02-09T16:42:30,4806.27,Salary,Ipsa quia optio aut et.,Sporer - Schaefer
65a4632a-7bf7-4ea0-a719-0a799083d327,714b45e6-4c9b-4605-a6b1-51597fee2cc9,2024-04-22T19:20:52,858.79,Groceries,Impedit autem inventore culpa minima.,Hegmann LLC
797c5d42-a3e8-4ffc-8bdd-23bdaf4082d6,f3ebd1b5-3bb7-4ee8-a017-1f54027d3546,2024-12-01T02:35:51,1253.15,Salary,Eius eaque laudantium consectetur voluptas.,Monahan LLC
d54ee018-4401-4cd5-baef-e8f53acf424f,00c85154-1bb4-42b2-af66-d81bc666a28f,2024-08-14T05:18:54,4618.61,Salary,Corrupti omnis est sit similique.,Robel Group
b57e79aa-03ae-41f2-8cc6-ea8b812b902e,79239d13-63d7-4353-a003-30085b44e5f4,2024-05-03T14:20:10,919.6,Entertainment,Consequatur soluta quia quia vel.,Sawayn Inc
43bad217-17e8-42c5-91ab-2fecd5c4c4f7,53c9e722-cfcb-4b06-8c55-72687e1bc23c,2023-12-29T11:11:52,505.65,Groceries,Quia possimus ipsam dolor numquam.,Considine  Kassulke and Ondricka
bc76efae-4447-4c5e-8bae-d15b0c4eb3c7,2b5ed1cd-0c90-4d59-8e79-b7b0f28c36fc,2024-01-11T10:55:10,746.5,Shopping,Ea laboriosam alias aut non.,Yundt - Lakin
0912372a-ae26-4f85-8603-b24a04170ade,8a5758ae-1b4c-42c9-a0b3-7d31397f5a33,2024-09-04T10:17:49,364.46,Transport,Similique rerum animi quae architecto.,O'Connell Group
45a4b8aa-8476-4888-8def-3b4d066ba72a,a83082b6-9c3a-407b-9612-eeea315e60bc,2023-12-30T05:49:27,-650.67,Transport,Rem dolores vel nam voluptatibus.,Sanford  Bartoletti and Brekke
e480a649-a801-47dd-a322-7537858f4fa5,0fc70501-0f91-4e32-a598-475efa9e338b,2024-06-13T01:03:19,198.92,Transport,Beatae aliquam voluptatum voluptas aliquam.,Jerde  Wuckert and Schmitt
de0ff87c-0610-4cac-91f1-8ab4596d7399,b4938142-cac7-41b6-a4a2-fbfe21212296,2024-08-05T16:00:21,653,Entertainment,Alias qui pariatur omnis cupiditate.,Swift and Sons
3612074a-fc69-4068-8913-06f37c122339,4f57a488-556b-4f8e-8ae9-0204fd51bf77,2023-12-20T14:07:57,-682.44,Utilities,Quia possimus possimus facere dolorem.,Kunze  Grimes and Daugherty
e318c99c-aa89-4fcd-a0ae-9511dd7e621b,c67a1e0d-b1c8-4fde-afce-c6cdfc41ff60,2024-05-03T19:55:42,567.47,Groceries,Asperiores officia minus eos voluptatem.,Tremblay - Stark
59ae09cf-3826-4f3c-94ff-46a5d6a475a2,eb920a47-69e3-4e7e-86b1-b09b1ac67936,2024-01-23T22:59:46,190.64,Utilities,Totam est qui culpa laudantium.,Ziemann Group
13f5b30a-9f56-498f-a461-bb826e96c6a2,01944cdd-63b3-4060-a9d1-9fbec1c72311,2024-01-31T23:56:16,-822.81,Shopping,Aut ut rerum eum quidem.,McDermott - Schaefer
0520fcbd-94af-4299-8717-f18213a82a3f,e331cb7d-c1f5-4577-8278-ff124e57fdd0,2024-04-19T11:59:25,551.7,Entertainment,Officiis vitae labore ea nulla.,Leannon Inc
7ebc9515-7a61-4d9b-abad-13f5d7bd5313,eb8ee2b6-27ad-4165-9b31-ba5c378e3d33,2024-05-08T15:27:02,3447.5,Salary,Omnis similique aut non et.,Emard  Schneider and Spencer
e0981663-cd58-4519-a07a-0adc35d5ec11,82925d9e-88d2-4331-b17e-a47d0fb66580,2024-04-21T16:15:44,10.33,Groceries,Exercitationem sed delectus a totam.,O'Kon Group
3496e6a5-f98e-48d0-b3cc-97ca5e1db877,b644389d-cb07-4ffc-9301-8f962e2e19b3,2024-06-30T11:41:11,-563.96,Transport,Aut officiis totam sequi tempora.,Smith - Farrell
096c2ceb-1a23-4c6b-9c19-c7cf2cb25d5c,ea2f5361-9586-48b2-819d-6cf3922d9105,2024-10-31T22:37:46,-345.05,Utilities,Quidem saepe et ea cupiditate.,Pollich  Kilback and Crooks
5ee36b41-c278-430e-a74c-9c055b587191,617de68f-f606-4605-9fbc-8aaa02d6803d,2024-02-23T07:04:33,309.17,Shopping,Nulla mollitia magni in odit.,Kulas - Kreiger
21c2058d-bff2-41c0-8ee9-e88b28e71871,8313784c-dafb-439b-b19c-4fdb98a7cc69,2024-05-21T03:31:46,117.81,Entertainment,Consectetur asperiores harum blanditiis rerum.,Kiehn and Sons
18d62991-4cfb-4df4-859b-bef58f474459,de0d86b8-a04d-4817-a93e-da70c34af34f,2024-12-04T05:08:03,480.95,Shopping,Est laudantium et beatae ut.,Cole  Sporer and Hauck
aa47dcfc-29c3-40a9-901a-9083b6316efb,e732ccf4-700b-49bc-a1c8-325310f3f40d,2024-07-06T01:49:30,433.81,Shopping,Aut explicabo et qui quae.,Fahey  Wintheiser and Koelpin
a1b024fe-087c-44dc-838e-dd6cda26a4a1,46434235-4850-4921-bc63-cf5691158f23,2024-09-13T15:17:45,-569.46,Transport,Molestiae fugit tempora nulla quos.,Ledner - Douglas
471e5c6c-f7db-4155-a835-231d9f424c51,0f98c7f3-12ed-4419-8b02-654cfde9f53e,2024-09-11T16:18:45,-725.3,Shopping,Non voluptatem dolor voluptates architecto.,Williamson Inc
6a181b14-c716-42d5-b4cf-48f2257a642d,46434235-4850-4921-bc63-cf5691158f23,2024-11-12T05:34:04,-351.58,Shopping,Ipsam nulla ex provident cumque.,Leannon  Willms and Langworth
73aa4e0a-bb64-4aa9-bf2c-bc359a7734f3,97642b7e-ef49-4027-b581-32a7109e0008,2024-04-12T08:05:00,363.93,Groceries,Aliquid id itaque qui deleniti.,Dare Inc
9e4cca73-4631-4605-9606-a4ace9daf566,261260ae-87d5-4423-a5a1-4be6fbe7f075,2024-10-31T13:29:41,-300.91,Groceries,Tempore inventore dolor laborum neque.,Reynolds  Schmitt and Berge
c07dfe7f-bdb5-4d50-963b-c7e31376a2bf,17b7b433-09aa-48b5-a80a-56b1daf08cde,2024-05-13T07:19:01,3231.81,Salary,Voluptates ipsam occaecati harum ullam.,Gulgowski Group
177685a1-1d04-4310-ba18-dc11055037e1,e26d5812-446f-4b6e-b694-6a9d915571f5,2024-06-26T16:21:14,1328.08,Salary,Qui id incidunt ad vero.,Schmeler Inc
3c089737-e567-4591-bc2c-a61c5a9106ee,665ce769-c105-4a92-aca4-5f54b18912cc,2024-08-03T05:22:25,-79.31,Utilities,Veritatis officiis beatae aut ut.,Reilly - Grant
c6397c89-acdc-4212-9ead-a5ce0c16e08f,c7ca571c-c3be-40ad-90ab-695fe9334d7b,2024-11-02T16:39:11,-687.06,Utilities,Quia labore aut et voluptatem.,Sawayn - Lebsack
48cc8802-f819-45cb-bef2-1f604d7a2774,00c85154-1bb4-42b2-af66-d81bc666a28f,2024-11-15T13:47:04,4576.13,Salary,Quis voluptas sint vel et.,Gottlieb LLC
b940aaab-a786-45da-9782-d24df56d6c17,ccce2b75-25b7-4042-95ca-871d42e606a0,2024-08-14T11:06:28,-313.12,Shopping,Vel voluptatem aut fuga aliquam.,Bogisich Group
829ee73f-9f91-43d9-9c57-cd148e505b84,0fc70501-0f91-4e32-a598-475efa9e338b,2024-09-08T02:49:37,965.71,Transport,Cum voluptatem ratione odit velit.,Franecki and Sons
650999ec-0d8a-43b9-a2a0-e527e63ce7b7,0f98c7f3-12ed-4419-8b02-654cfde9f53e,2024-04-19T11:53:34,634.64,Utilities,Ducimus non reiciendis sunt illo.,Pouros  Kuhn and Rippin
edeffb82-0373-40ba-bdb2-63d6c2f4076a,ea2f5361-9586-48b2-819d-6cf3922d9105,2024-02-08T23:13:18,399.1,Groceries,Ut minus et qui cum.,Bogisich - Turner
3490c39c-aa59-4264-b5a5-51f63b46c82a,893c20b1-ed13-45bd-8114-a5999aef8424,2024-03-15T07:24:28,-642.44,Shopping,Quisquam omnis quo alias unde.,Leffler - Gleichner
901bb995-2cff-4837-bdf2-a542fbeedec2,f41f8689-5fed-43f9-8412-2799eeec99d0,2023-12-27T21:09:03,-143.96,Transport,Odio provident a ea laudantium.,Grimes - Kris
e9ffc52c-f36e-415f-81a0-5f9819c81e73,17b7b433-09aa-48b5-a80a-56b1daf08cde,2024-08-19T04:29:03,-971.51,Utilities,Error delectus repudiandae at pariatur.,Kunde Inc
7c15b996-6d20-4f2f-87a1-0a232cb4982b,001b324b-d87f-4ec7-a0f2-1820e07db60c,2024-03-23T13:22:07,-804.97,Shopping,Quo dolor numquam enim ea.,Jaskolski Group
ccc93ee1-7e89-409e-9e51-9cccbed275b4,5a39cdad-b2f5-4e9f-a230-5f79ce57e652,2024-06-21T13:14:20,672.8,Transport,Dolore aut repellat assumenda esse.,Dooley  Morar and Thiel
0bd8020d-c673-4cb3-9e20-50a6ccffbe66,4c95ba0c-b03a-4cc1-a491-fdad52b6701c,2024-02-02T23:17:53,-471.76,Utilities,In excepturi quia in assumenda.,Prosacco - Pacocha
fe6cb0ee-06c9-4c16-97db-4dc442e3e0bc,d84855c9-b116-4166-b0c8-b5b2a0482fbb,2024-05-21T04:55:14,516.03,Transport,Aliquam dolores quis alias aut.,Friesen - Ankunding
66e4442a-d1b4-4b7c-940a-c73c6e82a216,b4938142-cac7-41b6-a4a2-fbfe21212296,2024-09-10T13:07:33,-830.02,Groceries,Perspiciatis rerum repellat nisi incidunt.,Dibbert  McLaughlin and Koelpin
1b9414e6-fc45-4bdf-b651-0946fb4cb5b2,45a16a7e-997d-4ebc-844d-498deca01ca3,2024-02-23T22:55:20,751.44,Shopping,Et sit inventore quibusdam commodi.,Reichel - Tillman
cb859f3c-7c66-4a97-a638-ff349ebec048,09e47aa9-78fc-4417-b1d2-1188a2c2937d,2024-11-11T23:03:36,-533.59,Shopping,Doloremque rerum vel et nisi.,Jenkins - Bayer
4fc98a82-792b-4e1e-9379-20a23e1d44ac,261260ae-87d5-4423-a5a1-4be6fbe7f075,2024-11-04T06:51:52,4872.01,Salary,Neque omnis aut dolorum quod.,Jones Inc
507e4558-f5c2-4292-9288-3aea05af5a81,feb21088-b4fe-4115-aa2e-863c3153d7cd,2024-04-26T05:56:19,-984.93,Shopping,Mollitia nisi quibusdam pariatur id.,McGlynn - O'Conner
de12eea3-2193-46eb-ba60-0b5c6d1c319d,84dacd8b-b6d2-4966-b09c-0b90d5bf6bd2,2024-10-26T07:05:21,602.57,Shopping,Quaerat non culpa exercitationem sunt.,Maggio  Nicolas and Jacobi
c0186ea5-d94a-43df-b8bc-162ac960d03f,c67a1e0d-b1c8-4fde-afce-c6cdfc41ff60,2024-09-27T19:44:28,943.07,Groceries,Et pariatur libero dolorem ex.,Little - Terry
a74584ab-49b6-48d7-aada-8817d208cd20,ccce2b75-25b7-4042-95ca-871d42e606a0,2024-03-17T14:44:14,84.8,Shopping,Alias veniam ipsam nemo quidem.,Stokes - Brown
e8f3ab5d-2fd6-4ddf-bf0e-22f6aac29148,41293282-eaeb-45ba-a27d-f1ccdc34b74a,2024-06-15T01:47:08,490.63,Transport,Placeat ipsam ut commodi excepturi.,Maggio - Rowe
eb0d9854-f4c4-4ced-802a-7f5b8da4a61a,69af5c69-3352-4206-aa9f-0fe28a02a8d3,2024-04-24T11:06:25,60.49,Transport,At ea ut animi eius.,Hintz Group
71ab4152-356b-4180-b491-f5375f686aa1,962bb87b-ba30-4ce8-97c8-82a1d1a2ddf5,2024-01-22T22:41:35,326.63,Shopping,Esse expedita illum officia consequuntur.,Mann and Sons
40120f7b-a13a-4f90-96ba-0a49c290dc4a,d84855c9-b116-4166-b0c8-b5b2a0482fbb,2024-11-18T02:33:58,4866.58,Salary,Eos est commodi quia consequatur.,Lockman - Hauck
